tconst,titleType,primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes
tt2883512,movie,Chef,2014,114,"Adventure,Comedy,Drama",7.3,252094
tt2884018,movie,Macbeth,2015,113,"Drama,History,War",6.6,61897
tt2884206,movie,I Origins,2014,106,"Drama,Mystery,Romance",7.3,141677
tt2885364,movie,Willow Creek,2013,80,"Adventure,Drama,Horror",5.1,14427
tt2888046,movie,Ip Man 3,2015,105,"Action,Biography,Crime",7.0,64941
tt2891174,movie,99 Homes,2014,112,"Crime,Drama",7.1,41652
tt28996126,movie,Nobody 2,2025,89,"Action,Comedy,Crime",6.3,97811
tt2900624,movie,All Hallows' Eve,2013,83,"Horror,Thriller",5.2,19376
tt29008225,movie,Fackham Hall,2025,97,Comedy,6.4,14114
tt2905772,movie,Thou Gild'st the Even,2013,107,"Drama,Fantasy,Romance",7.6,11351
tt2905838,movie,Bang Bang,2014,153,"Action,Adventure,Comedy",5.7,28148
tt2906216,movie,Dungeons & Dragons: Honor Among Thieves,2023,134,"Action,Adventure,Comedy",7.2,275230
tt2908446,movie,The Divergent Series: Insurgent,2015,119,"Action,Adventure,Romance",6.2,272380
tt2908856,movie,My Old Lady,2014,107,"Comedy,Drama,Romance",6.4,10856
tt2910274,movie,Obvious Child,2014,84,"Comedy,Drama,Romance",6.7,27160
tt2910814,movie,The Signal,2014,97,"Drama,Mystery,Sci-Fi",6.0,73061
tt2910904,movie,The Dressmaker,2015,119,"Comedy,Drama",7.0,71102
tt29114029,movie,The Tearsmith,2024,103,"Drama,Fantasy,Romance",5.2,15196
tt2911666,movie,John Wick,2014,101,"Action,Crime,Thriller",7.5,832309
tt2911668,movie,Beyond the Reach,2014,91,"Action,Adventure,Thriller",5.6,11749
tt2917388,movie,Kidnapping Mr. Heineken,2015,95,"Action,Crime,Drama",6.1,22472
tt2918436,movie,The Lazarus Effect,2015,83,"Horror,Mystery,Sci-Fi",5.2,48904
tt29195603,movie,Family Pack,2024,94,"Adventure,Comedy,Fantasy",5.5,11429
tt2920540,movie,"20,000 Days on Earth",2014,97,"Documentary,Drama,Music",7.4,12356
tt2920808,movie,God's Pocket,2014,88,"Crime,Drama",6.1,13380
tt29232158,movie,Troll 2,2025,105,"Action,Adventure,Drama",5.3,13658
tt2923316,movie,American Heist,2014,94,"Action,Crime,Drama",5.0,18167
tt29242846,movie,The Children's Train,2024,106,"Drama,History",7.4,10204
tt29247040,movie,Baramulla,2025,120,"Crime,Horror,Mystery",7.0,12579
tt2926068,movie,Manam,2014,163,"Comedy,Drama,Fantasy",8.0,13287
tt29268110,movie,Smile 2,2024,127,"Horror,Mystery,Thriller",6.7,146525
tt2932536,movie,47 Meters Down,2017,89,"Horror,Mystery,Thriller",5.6,65665
tt29330913,movie,Vicky Vidya Ka Woh Wala Video,2024,152,Comedy,5.2,12152
tt2933474,movie,Superfast!,2015,99,"Action,Comedy,Crime",4.2,12090
tt2933544,movie,5 Flights Up,2014,88,"Comedy,Drama",6.2,11940
tt29344903,movie,The Ugly Stepsister,2025,109,"Comedy,Drama,Horror",7.0,46411
tt2935390,movie,The Snare,2017,90,"Horror,Mystery,Thriller",5.5,13037
tt2935476,movie,Far from the Madding Crowd,2015,119,"Drama,Romance",7.1,57770
tt2935510,movie,Ad Astra,2019,123,"Adventure,Drama,Mystery",6.5,282260
tt29355505,movie,Toy Story 5,2026,102,"Adventure,Animation,Comedy",7.6,38057
tt2935564,movie,The Connection,2014,135,"Action,Crime,Thriller",7.1,13481
tt2935622,movie,The School for Good and Evil,2022,147,"Action,Comedy,Drama",5.9,42303
tt2937366,movie,Little Evil,2017,94,"Comedy,Fantasy,Horror",5.7,25103
tt2937696,movie,Everybody Wants Some!!,2016,117,Comedy,6.9,64500
tt2937898,movie,A Most Violent Year,2014,125,"Crime,Drama,Thriller",6.9,81974
tt29383379,movie,Marco,2024,145,"Action,Crime,Thriller",6.5,25880
tt2938956,movie,The Transporter Refueled,2015,96,"Action,Thriller",5.2,47641
tt29429860,movie,Son of Sardaar 2,2025,145,Comedy,4.0,38590
tt29439114,movie,The Room Next Door,2024,107,Drama,6.8,28181
tt2944198,movie,Backcountry,2014,92,"Adventure,Drama,Horror",6.0,27262
tt2948356,movie,Zootopia,2016,108,"Action,Adventure,Animation",8.0,641618
tt2948372,movie,Soul,2020,100,"Adventure,Animation,Comedy",8.0,452076
tt2948790,movie,Return to Sender,2015,92,"Drama,Thriller",5.1,16544
tt2950418,movie,Greater,2016,130,"Biography,Family,Sport",7.3,10085
tt2952602,movie,Kung Fu Jungle,2014,100,"Action,Crime,Thriller",6.4,12901
tt2953050,movie,Encanto,2021,102,"Animation,Comedy,Family",7.2,298484
tt29540862,movie,Bhooth Bangla,2026,173,"Comedy,Horror",5.1,22700
tt2954474,movie,Visions,2015,82,"Horror,Mystery",5.3,11711
tt29548562,movie,Pindam,2023,158,Horror,6.6,11147
tt29550683,movie,Whistle,2025,100,Horror,5.2,15493
tt29552248,movie,Swapped,2026,98,"Adventure,Animation,Comedy",7.3,20466
tt2955316,movie,Spanish Affair,2014,98,"Comedy,Romance",6.5,19859
tt29567915,movie,Nuremberg,2025,148,"Biography,Drama,History",7.4,104033
tt29603959,movie,Novocaine,2025,110,"Action,Comedy,Crime",6.5,90659
tt29606526,movie,The Girlfriend,2025,138,"Drama,Romance",6.4,10140
tt2960930,movie,Extraterrestrial,2014,101,"Action,Horror,Mystery",5.0,17743
tt29623480,movie,The Wild Robot,2024,102,"Adventure,Animation,Family",8.2,229168
tt2962876,movie,The Road Within,2014,100,"Adventure,Comedy,Drama",7.0,17131
tt29644189,movie,Black Phone 2,2025,114,Horror,6.0,65566
tt2965412,movie,Comet,2014,91,"Comedy,Drama,Romance",6.7,20402
tt2965466,movie,Last Shift,2014,88,"Horror,Mystery",5.8,28028
tt2967006,movie,The Trip to Italy,2014,108,"Comedy,Drama",6.6,16537
tt2967224,movie,Hot Pursuit,2015,87,"Action,Comedy,Crime",5.2,58089
tt2967286,movie,Steins;Gate: The Movie - Load Region of Déjà Vu,2013,90,"Animation,Mystery,Sci-Fi",7.8,11573
tt29713093,movie,We Bury the Dead,2024,95,"Horror,Thriller",5.6,16672
tt29722855,movie,Badland Hunters,2024,107,"Action,Adventure,Crime",6.0,13823
tt2974918,movie,Alvin and the Chipmunks: The Road Chip,2015,92,"Adventure,Comedy,Family",5.0,26120
tt2975578,movie,The Purge: Anarchy,2014,103,"Action,Horror,Sci-Fi",6.4,173198
tt2975590,movie,Batman v Superman: Dawn of Justice,2016,151,Sci-Fi,6.4,793743
tt29768334,movie,Train Dreams,2025,102,Drama,7.5,109930
tt2978462,movie,Dolphin Tale 2,2014,107,"Drama,Family",6.4,10327
tt2978626,movie,It's Entertainment,2014,140,"Action,Comedy,Drama",4.7,11265
tt2980210,movie,A Hologram for the King,2016,98,"Comedy,Drama,Romance",6.1,49959
tt2980472,movie,Just Before I Go,2014,95,"Comedy,Drama",6.4,20486
tt2980516,movie,The Theory of Everything,2014,123,"Biography,Drama,Romance",7.7,508784
tt2980592,movie,The Guest,2014,100,"Action,Mystery,Thriller",6.7,114697
tt2980648,movie,The Hundred-Foot Journey,2014,122,"Comedy,Drama",7.3,91608
tt2980706,movie,Planes: Fire & Rescue,2014,83,"Adventure,Animation,Comedy",5.9,21985
tt2980794,movie,Highway,2014,133,"Crime,Drama,Romance",7.6,32882
tt29808429,movie,Color of Victory,2024,157,"Drama,History,Sport",6.1,40511
tt2981768,movie,Patema Inverted,2013,98,"Adventure,Animation,Drama",7.3,11356
tt2987732,movie,Suck Me Shakespeer,2013,119,Comedy,6.9,34839
tt2988272,movie,A Pure Desi Romance,2013,141,"Comedy,Drama,Romance",5.8,10741
tt2989524,movie,Carrie Pilby,2016,98,"Comedy,Drama",6.7,14306
tt2990140,movie,The Christmas Chronicles,2018,104,"Adventure,Comedy,Family",7.0,94376
tt2991224,movie,Tangerines,2013,87,"Drama,War",8.1,51830
tt29927663,movie,The Great Flood,2025,109,"Action,Adventure,Drama",5.4,24612
tt29929565,movie,Opus,2025,104,"Drama,Music,Thriller",5.7,14266
tt2994190,movie,Camp X-Ray,2014,117,"Drama,War",6.8,44449
tt30007864,movie,The American Society of Magical Negroes,2024,104,"Comedy,Fantasy",3.9,13205
tt3001638,movie,Mary Kom,2014,122,"Action,Biography,Drama",6.8,12167
tt30017619,movie,The Bad Guys 2,2025,104,"Action,Adventure,Animation",7.0,29995
tt30057084,movie,Babygirl,2024,114,"Drama,Romance,Thriller",5.7,82374
tt3007512,movie,The Water Diviner,2014,111,"Drama,History,War",7.0,81143
tt3011894,movie,Wild Tales,2014,122,"Comedy,Drama,Thriller",8.1,239472
tt3011960,movie,Hangman,2017,98,"Crime,Drama,Horror",5.2,21374
tt3013602,movie,Babysitting,2014,85,Comedy,6.8,13683
tt3014284,movie,The Lego Ninjago Movie,2017,101,"Action,Adventure,Animation",6.1,34912
tt30144381,movie,Nutcrackers,2024,104,"Comedy,Drama",5.5,10515
tt30144839,movie,One Battle After Another,2025,161,"Crime,Thriller",7.6,422806
tt3014666,movie,Moms' Night Out,2014,98,Comedy,5.3,15093
tt3014866,movie,Criminal,2016,113,"Action,Adventure,Drama",6.3,75137
tt3021360,movie,Faults,2014,89,"Drama,Mystery,Thriller",6.7,11594
tt30216176,movie,Lady Ballers,2023,112,"Comedy,Sport",5.6,12939
tt30253036,movie,Kinda Pregnant,2025,97,"Comedy,Drama",4.9,18507
tt30253473,movie,Materialists,2025,116,"Comedy,Drama,Romance",6.2,102087
tt30254719,movie,Omniscient Reader: The Prophecy,2025,116,"Action,Adventure,Drama",5.9,12576
tt3026488,movie,Alone in Berlin,2016,103,"Drama,History,War",6.5,10659
tt30274401,movie,Five Nights at Freddy's 2,2025,104,"Horror,Mystery,Thriller",5.1,42329
tt3029556,movie,Rurouni Kenshin: The Legend Ends,2014,134,"Action,Adventure,Drama",7.5,16268
tt3029558,movie,Rurouni Kenshin Part II: Kyoto Inferno,2014,138,"Action,Adventure,Drama",7.5,20152
tt30319503,movie,Dìdi,2024,93,"Comedy,Drama",7.3,16319
tt30321133,movie,Will & Harper,2024,114,Documentary,7.4,13881
tt30321146,movie,In a Violent Nature,2024,94,"Drama,Horror,Thriller",5.5,31438
tt30343021,movie,Song Sung Blue,2025,132,"Biography,Drama,History",7.3,28420
tt30387012,movie,Border 2,2026,200,"Action,Drama,War",5.9,20961
tt3038708,movie,Iron Sky: The Coming Race,2019,93,"Action,Adventure,Comedy",5.0,12852
tt30395619,movie,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,104,"Action,Adventure,Animation",7.3,10984
tt3040964,movie,The Jungle Book,2016,106,"Action,Adventure,Animation",7.3,306479
tt30422937,movie,Nadaaniyan,2025,119,"Drama,Romance",3.0,16090
tt3042408,movie,Who Am I,2014,102,"Crime,Drama,Mystery",7.4,67109
tt3042926,movie,Attarintiki Daredi,2013,170,"Action,Comedy,Drama",7.3,10665
tt30445556,movie,The Pickup,2025,94,"Action,Comedy",5.5,18489
tt30446847,movie,Jay Kelly,2025,132,"Comedy,Drama",6.5,40916
tt30447822,movie,Hai Jawani Toh Ishq Hona Hai,2026,136,"Comedy,Drama,Romance",5.5,11749
tt3045616,movie,Mortdecai,2015,107,"Action,Adventure,Comedy",5.5,80149
tt3045628,movie,Holland,2025,110,"Crime,Drama,Mystery",5.0,18556
tt30472557,movie,Chainsaw Man - The Movie: Reze Arc,2025,100,"Action,Adventure,Animation",8.3,61345
tt30496762,movie,Maa,2025,133,Horror,4.9,19014
tt30505698,movie,Friendship,2024,100,Comedy,6.6,40966
tt3053228,movie,Day of the Dead: Bloodline,2017,90,"Action,Drama,Horror",3.5,12923
tt3060492,movie,Before I Disappear,2014,93,"Adventure,Drama",7.2,10764
tt3062096,movie,Inferno,2016,121,"Action,Adventure,Crime",6.2,203048
tt3063516,movie,Jackass Presents: Bad Grandpa,2013,92,Comedy,6.5,100948
tt3064298,movie,Man Up,2015,88,"Comedy,Drama,Romance",6.8,59618
tt30645201,movie,Honey Don't!,2025,89,"Comedy,Crime,Mystery",5.3,28049
tt3065204,movie,The Conjuring 2,2016,134,"Horror,Mystery,Thriller",7.3,345162
tt3068194,movie,Love & Friendship,2016,90,"Comedy,Drama,Romance",6.4,27752
tt3072482,movie,Hardcore Henry,2015,96,"Action,Adventure,Sci-Fi",6.7,109193
tt30742355,movie,Sunny Sanskari Ki Tulsi Kumari,2025,134,"Comedy,Family,Romance",5.2,25519
tt3076658,movie,Creed,2015,133,"Action,Drama,Sport",7.6,336365
tt3077214,movie,Suffragette,2015,106,"Drama,History",6.9,46591
tt3078242,movie,Miss Violence,2013,98,"Drama,Thriller",7.0,11916
tt30783769,movie,Kaam Chalu Hai,2024,82,Drama,7.0,14165
tt30788842,movie,Love Hurts,2025,83,"Action,Comedy,Romance",5.3,18617
tt3079380,movie,Spy,2015,120,"Action,Comedy",7.0,275112
tt30796448,movie,The Greatest Night in Pop,2024,96,"Documentary,Music",7.9,16676
tt30798612,movie,Crazxy,2025,93,"Drama,Thriller",6.6,18039
tt30825738,movie,Star Wars: The Mandalorian and Grogu,2026,132,"Action,Adventure,Family",7.0,69051
tt3082898,movie,Kickboxer: Vengeance,2016,90,"Action,Crime,Drama",4.9,12935
tt3083008,movie,The Program,2015,104,"Biography,Drama,Sport",6.5,20564
tt3083016,movie,Beverly Hills Cop: Axel F,2024,118,"Action,Comedy,Crime",6.4,87656
tt30840798,movie,The Phoenician Scheme,2025,101,"Action,Comedy,Crime",6.6,70815
tt30851137,movie,The Bride!,2026,126,"Drama,Horror,Romance",5.6,33776
tt30852970,movie,Lover Stalker Killer,2024,90,"Crime,Documentary",7.0,14933
tt30858568,movie,Mirai,2025,169,"Action,Adventure,Fantasy",6.9,10681
tt3086442,movie,Goodnight Mommy,2014,99,"Horror,Mystery,Thriller",6.7,64478
tt30876483,movie,Exterritorial,2025,109,"Action,Mystery,Thriller",5.8,18657
tt30889755,movie,The Sabarmati Report,2024,127,"Crime,Drama,Thriller",6.4,25663
tt3089630,movie,Artemis Fowl,2020,95,"Adventure,Family,Fantasy",4.3,31799
tt3089778,movie,The Treatment,2014,131,"Crime,Drama,Mystery",7.1,10903
tt30953759,movie,No Other Land,2024,92,Documentary,8.2,54302
tt30955489,movie,Until Dawn,2025,103,"Drama,Horror,Mystery",5.7,68800
tt3095734,movie,Monster Trucks,2016,104,"Action,Adventure,Comedy",5.7,20575
tt30970235,movie,Article 370,2024,158,"Action,Drama,Thriller",7.8,28548
tt3097204,movie,The Inbetweeners 2,2014,96,Comedy,6.4,49331
tt30988739,movie,Black Bag,2025,93,"Drama,Mystery,Romance",6.7,95591
tt3099498,movie,Tusk,2014,102,"Comedy,Horror",5.4,73913
tt3100274,movie,Manhattan Night,2016,113,"Crime,Drama,Mystery",6.2,14693
tt31015278,movie,My Favourite Cake,2024,97,"Comedy,Drama,Romance",7.4,10373
tt31015496,movie,The Fable,2024,119,Drama,6.2,20928
tt31022050,movie,Our Little Secret,2024,101,"Comedy,Romance",5.7,26949
tt31036941,movie,Jurassic World: Rebirth,2025,133,"Action,Adventure,Sci-Fi",5.8,200287
tt3104988,movie,Crazy Rich Asians,2018,120,"Comedy,Drama,Romance",6.9,209999
tt31050594,movie,Mercy,2026,99,"Action,Crime,Drama",6.2,73390
tt3107166,movie,Pimp,2018,86,"Crime,Drama,Romance",6.4,21731
tt3108894,movie,The Tender Bar,2021,106,"Biography,Drama,Romance",6.7,37484
tt3110958,movie,Now You See Me 2,2016,129,"Action,Adventure,Comedy",6.4,362887
tt3111426,movie,Lost Girls,2020,95,"Crime,Drama,Mystery",6.2,27440
tt31116092,movie,14 Days: Girlfriend Intlo,2025,90,"Comedy,Romance",6.0,12460
tt31121295,movie,Deep Cover,2025,100,"Action,Comedy,Crime",6.7,45934
tt31176520,movie,Eddington,2025,148,"Comedy,Drama,Western",6.6,61986
tt31181421,movie,iHostage,2025,100,"Crime,Drama,Thriller",5.7,13573
tt31184028,movie,Together,2025,102,"Horror,Romance",6.7,83808
tt3118452,movie,Circle,2015,87,"Drama,Horror,Mystery",6.0,72873
tt31189315,movie,Father Mother Sister Brother,2025,110,"Comedy,Drama",6.5,13574
tt31189814,movie,Fuze,2025,98,"Action,Crime,Thriller",6.2,10006
tt31190632,movie,October 8,2025,100,Documentary,4.4,17971
tt31193180,movie,Sinners,2025,137,Horror,7.5,497673
tt31193791,movie,The Last Showgirl,2024,88,Drama,6.5,22031
tt31194612,movie,Highest 2 Lowest,2025,133,"Crime,Drama,Mystery",5.5,34672
tt31195136,movie,Normal,2025,91,"Action,Crime,Thriller",6.3,16828
tt3120280,movie,Sierra Burgess Is a Loser,2018,105,"Comedy,Drama,Romance",5.7,42800
tt31227572,movie,Predator: Badlands,2025,107,"Action,Adventure,Sci-Fi",7.2,158110
tt3125324,movie,Beyond the Lights,2014,116,"Drama,Music,Romance",6.8,18264
tt3127022,movie,The Bookshop,2017,113,Drama,6.5,18960
tt3128900,movie,Miss Meadows,2014,88,"Comedy,Crime,Drama",5.8,12135
tt31314296,movie,The Woman in the Yard,2025,88,"Drama,Horror,Thriller",5.0,21693
tt31322753,movie,Twinless,2025,100,"Comedy,Drama",7.3,15041
tt3137630,movie,David Brent: Life on the Road,2016,96,"Comedy,Music",6.3,23104
tt3138104,movie,The Hungover Games,2014,85,"Adventure,Comedy,Fantasy",3.5,18512
tt3138782,movie,The Miracle,2015,131,"Comedy,Drama,History",7.6,15751
tt31390893,movie,Raja Shivaji,2026,195,"Action,Biography,Drama",7.1,23010
tt31392609,movie,How to Make Millions Before Grandma Dies,2024,125,"Comedy,Drama,Family",7.9,22631
tt3140100,movie,Department Q: The Absent One,2014,119,"Crime,Drama,Mystery",7.1,28976
tt3142232,movie,Heropanti,2014,146,"Action,Drama,Romance",5.2,11654
tt31425731,movie,Playdate,2025,93,"Action,Comedy",5.5,29515
tt3142764,movie,Race Gurram,2014,163,"Action,Comedy",7.4,14695
tt3142872,movie,A Small September Affair,2014,106,"Drama,Mystery,Romance",7.1,11817
tt31433402,movie,Fear Street: Prom Queen,2025,90,"Horror,Mystery,Thriller",5.1,26541
tt31434030,movie,Dracula,2025,129,"Fantasy,Horror,Romance",6.2,40470
tt31434639,movie,Warfare,2025,95,"Action,Drama,War",7.1,113561
tt3147312,movie,Desierto,2015,88,"Action,Adventure,Drama",6.1,11456
tt3148348,movie,Let Us Prey,2014,92,"Drama,Horror,Thriller",5.8,11959
tt3148502,movie,Tamasha,2015,139,"Comedy,Drama,Romance",7.4,36588
tt3149038,movie,A Brilliant Young Mind,2014,111,"Drama,Romance",7.1,31324
tt31495504,movie,The Tank,2025,116,"Action,Drama,Thriller",6.5,15966
tt31511689,movie,Vicious,2025,103,Horror,4.9,11165
tt31514146,movie,I Swear,2025,120,"Biography,Drama",8.4,51859
tt31514262,movie,Wild Wild Punjab,2024,109,"Comedy,Romance",6.2,17743
tt31519456,movie,La Dolce Villa,2025,99,"Comedy,Romance",6.0,12935
tt31522415,movie,Sikandar Ka Muqaddar,2024,142,"Action,Crime,Drama",6.0,26433
tt3152592,movie,Scoob!,2020,94,"Adventure,Animation,Comedy",5.6,33185
tt3152624,movie,Trainwreck,2015,125,"Comedy,Drama,Romance",6.2,147397
tt3153634,movie,Hope,2013,122,Drama,8.2,12148
tt3155298,movie,Luther: The Fallen Sun,2023,129,"Action,Crime,Drama",6.4,72855
tt3155328,movie,Win It All,2017,88,Comedy,6.2,10520
tt31556612,movie,We Will Dance Again,2024,90,Documentary,7.6,11509
tt31567422,movie,Night Always Comes,2025,108,"Crime,Drama,Thriller",5.9,16134
tt31598703,movie,Tanvi: The Great,2025,150,Drama,6.8,11941
tt3164256,movie,Rock the Kasbah,2015,106,"Comedy,Music,War",5.5,13331
tt3165608,movie,Justin Bieber's Believe,2013,92,"Documentary,Music",1.6,18024
tt3165612,movie,Sleeping with Other People,2015,101,"Comedy,Drama,Romance",6.5,51795
tt3168230,movie,Mr. Holmes,2015,104,"Crime,Drama,Family",6.8,70394
tt31688586,movie,Nouvelle Vague,2025,106,"Biography,Comedy,Drama",7.3,11284
tt3169706,movie,Pride,2014,119,"Biography,Comedy,Drama",7.8,65390
tt3169770,movie,Retribution,2015,102,"Action,Adventure,Crime",6.6,11607
tt3170832,movie,Room,2015,118,"Drama,Thriller",8.1,481691
tt3170902,movie,Theeb,2014,100,"Adventure,Drama,Thriller",7.1,11981
tt31711040,movie,Look Back,2024,58,"Animation,Drama",7.8,22894
tt31712434,movie,Sikandar,2025,148,"Action,Drama",3.6,53821
tt3171832,movie,iBoy,2017,90,"Action,Crime,Sci-Fi",5.9,25456
tt3172532,movie,The Diary of a Teenage Girl,2015,102,"Comedy,Drama,Romance",6.8,35609
tt31728330,movie,They Will Kill You,2026,94,"Action,Comedy,Horror",6.3,38985
tt3173594,movie,Hacker,2016,95,"Crime,Drama,Thriller",6.1,12222
tt3173910,movie,Hasee Toh Phasee,2014,141,"Comedy,Romance",6.8,17759
tt3174376,movie,Before I Wake,2016,97,"Drama,Fantasy,Horror",6.2,56435
tt31747163,movie,What Jennifer Did,2024,87,"Crime,Documentary",6.1,13137
tt3175038,movie,The Villain,2014,129,"Action,Crime,Drama",6.6,25398
tt3177316,movie,Honeymoon,2014,87,"Drama,Fantasy,Horror",5.7,28649
tt3179568,movie,"Men, Women & Children",2014,119,"Comedy,Drama",6.6,34996
tt31800329,movie,The Wonderful Story of Henry Sugar and Three More,2024,88,"Comedy,Drama,Fantasy",7.1,12933
tt31806049,movie,Brick,2025,99,"Drama,Mystery,Sci-Fi",5.5,27766
tt3181776,movie,Momentum,2015,96,"Action,Adventure,Crime",5.5,17853
tt3181822,movie,The Boy Next Door,2015,91,Thriller,4.7,48471
tt3183660,movie,Fantastic Beasts and Where to Find Them,2016,132,"Adventure,Family,Fantasy",7.2,542079
tt31844586,movie,Sisu: Road to Revenge,2025,89,"Action,Thriller,War",6.8,36292
tt31852278,movie,Subedaar,2026,145,"Action,Drama",6.1,13732
tt31868189,movie,Happy Gilmore 2,2025,114,"Comedy,Sport",6.1,120088
tt31888477,movie,Downton Abbey: The Grand Finale,2025,123,Drama,7.3,19013
tt31923069,movie,Springsteen: Deliver Me from Nowhere,2025,119,"Biography,Drama,Music",6.6,27756
tt31945132,movie,Retro,2025,168,"Action,Crime,Drama",6.4,17062
tt31956415,movie,Freakier Friday,2025,110,"Comedy,Family,Fantasy",6.2,39909
tt3195644,movie,Insidious: Chapter 3,2015,97,"Horror,Mystery,Thriller",6.1,128922
tt31969600,movie,Thudarum,2025,163,"Action,Drama",7.5,15223
tt31969779,movie,O' Romeo,2026,178,"Action,Crime,Drama",5.2,23858
tt31973693,movie,The Roses,2025,105,Comedy,6.6,59055
tt31998881,movie,Oh. What. Fun.,2025,106,Comedy,5.3,14987
tt3201640,movie,Extinction,2018,95,"Action,Drama,Sci-Fi",5.8,62358
tt3202202,movie,Palm Trees in the Snow,2015,163,"Drama,Romance",7.3,13194
tt3203290,movie,Free to Play,2014,75,"Action,Documentary",7.6,13732
tt3203528,movie,Bad Samaritan,2018,110,"Crime,Drama,Horror",6.5,28359
tt3203606,movie,Trumbo,2015,124,"Biography,Drama",7.4,87760
tt3203616,movie,The Cobbler,2014,99,"Comedy,Drama,Fantasy",5.8,65417
tt3203620,movie,The Dinner,2017,120,"Crime,Drama,Thriller",4.5,10307
tt3205376,movie,Slow West,2015,84,"Adventure,Drama,Romance",6.9,50254
tt32058735,movie,Bhool Chuk Maaf,2025,140,"Comedy,Fantasy,Romance",5.8,26168
tt32063050,movie,Bridget Jones: Mad About the Boy,2025,124,"Comedy,Drama,Romance",6.5,34778
tt32063098,movie,Ballad of a Small Player,2025,101,"Crime,Drama,Mystery",5.9,25598
tt3208026,movie,Black '47,2018,100,"Action,Drama,History",6.8,14278
tt32080876,movie,Dragon,2025,157,"Comedy,Drama,Romance",7.8,18997
tt32086077,movie,All We Imagine as Light,2024,118,"Drama,Romance",7.0,14062
tt32093575,movie,Scary Movie,2026,96,"Comedy,Horror",5.2,30043
tt3210686,movie,Son of God,2014,138,"Biography,Drama,History",5.8,20457
tt3212232,movie,I Am Wrath,2016,92,"Action,Thriller",5.4,17465
tt3212904,movie,Curve,2015,85,"Horror,Thriller",5.4,13980
tt32138452,movie,Ad Vitam,2025,98,"Action,Crime,Drama",5.9,11403
tt32141377,movie,28 Years Later: The Bone Temple,2026,109,"Horror,Sci-Fi,Thriller",7.2,113148
tt32149847,movie,Drop,2025,95,"Drama,Mystery,Thriller",6.1,57531
tt3215824,movie,Those Who Wish Me Dead,2021,100,"Action,Drama,Thriller",6.0,80210
tt32159989,movie,After the Hunt,2025,138,"Crime,Drama,Thriller",5.7,24057
tt3216348,movie,Incarnate,2016,87,"Horror,Thriller",5.3,15009
tt32178949,movie,The Seed of the Sacred Fig,2024,167,"Crime,Drama,Thriller",7.5,20616
tt32204858,movie,Late Shift,2025,92,"Drama,Thriller",7.7,10469
tt32221196,movie,One of Them Days,2025,97,Comedy,6.5,20164
tt32223398,movie,Jaat,2025,158,"Action,Crime,Drama",6.0,13410
tt32226697,movie,Screams Before Silence,2024,57,Documentary,5.9,10048
tt3224458,movie,A Beautiful Day in the Neighborhood,2019,109,"Biography,Drama,Family",7.2,94661
tt32246771,movie,Bring Her Back,2025,104,"Horror,Mystery",7.1,132870
tt32284154,movie,Rekhachithram,2025,147,"Drama,Mystery,Thriller",7.8,17940
tt3228774,movie,Cruella,2021,134,"Adventure,Comedy,Crime",7.3,298216
tt32298285,movie,Sirat,2025,114,"Action,Adventure,Drama",7.0,34718
tt32299316,movie,Dangerous Animals,2025,98,"Horror,Thriller",6.4,36553
tt32306991,movie,Solo Mio,2026,96,"Comedy,Romance",6.7,12065
tt32308617,movie,Savi,2024,126,"Action,Crime,Drama",5.9,36974
tt3231054,movie,Risen,2016,107,"Action,Drama,History",6.4,33681
tt32321317,movie,Pillion,2025,106,"Comedy,Drama,Romance",6.9,20781
tt32323252,movie,Christy,2025,135,"Biography,Drama,History",6.6,17635
tt32332404,movie,Keeper,2025,99,"Horror,Mystery",5.5,20886
tt3233418,movie,Spare Parts,2015,114,"Biography,Drama,History",7.3,12436
tt32357218,movie,Shelter,2026,107,"Action,Thriller",6.2,37198
tt3235888,movie,It Follows,2014,100,"Horror,Mystery,Thriller",6.8,300911
tt32359447,movie,Hot Frosty,2024,92,"Comedy,Fantasy,Romance",5.3,16421
tt32362695,movie,Sarvam Maya,2025,146,"Comedy,Fantasy,Horror",7.7,12084
tt32362890,movie,Thrash,2026,86,"Horror,Thriller",5.0,30720
tt32368345,movie,The Merry Gentlemen,2024,87,"Comedy,Music,Romance",4.9,11505
tt32376165,movie,A House of Dynamite,2025,112,"Drama,Thriller",6.4,119817
tt32430579,movie,Crime 101,2026,140,"Crime,Drama,Thriller",6.8,84631
tt32434379,movie,My Fault: London,2025,120,"Drama,Romance",6.2,17481
tt3247714,movie,Survivor,2015,96,"Action,Crime,Thriller",5.7,37749
tt32495687,movie,Sookshma Darshini,2024,142,"Comedy,Mystery,Thriller",7.8,13116
tt3253624,movie,Soaked in Bleach,2015,90,"Crime,Documentary",7.3,11847
tt32536315,movie,Blue Moon,2025,100,"Biography,Comedy,Drama",6.8,24748
tt3253930,movie,Marshland,2014,105,"Crime,Mystery,Thriller",7.2,39096
tt32547691,movie,Pressure,2026,100,"Drama,History,Thriller",7.3,12428
tt32550101,movie,Straw,2025,105,"Drama,Thriller",6.5,31666
tt3255590,movie,El Camino Christmas,2017,89,"Comedy,Crime,Western",5.7,11946
tt32558992,movie,Heart Eyes,2025,97,"Comedy,Horror,Mystery",6.0,38711
tt3256226,movie,IO,2019,96,"Adventure,Drama,Sci-Fi",4.8,38088
